TimeStamp,WeightedRa,Qmax0,CycleCount,NominalChargeCapacity,TimeAtHighSoc,ChargingVoltage,BHServiceFlags,BHCalibrationFlags
2023-02-02 23:03:27,106,3076,90,2976,fd0000006a0000000000000000000000,4340,-2113404925,1088
