TimeStamp,FamilyCode,ExternalConnected,AppleRawExternalConnected,ChargingOverride,NotChargingReason,VacVoltageLimit
2023-02-19 23:24:00,,1,1,,0,4450
2023-02-19 23:30:05,,0,0,0,0,4450
2023-02-20 01:33:14,-536854524,1,1,0,128,4450
2023-02-20 01:36:35,,0,0,0,0,4450
