TimeStamp,PresentDOD0,CurrentCapacity,IsCharging,Temperature,Amperage,InstantAmperage,Voltage,StateOfCharge,ChargeAccum,ResScale,RSS,ITMiscStatus
2023-02-18 00:07:50,3595,82,0,2400,-345,-336,4138,78,-379,1421,105,33794
2023-02-18 00:52:20,3728,81,0,2350,-10,3,4174,77,-354,895,107,50178
2023-02-18 01:35:37,3846,80,0,2789,-32,-24,4156,76,-332,1221,77,17413
2023-02-18 01:42:50,4047,79,0,3069,-216,-177,4128,75,-294,1247,65,17413
2023-02-18 01:47:50,4188,78,0,3219,-249,-228,4116,74,-268,1400,60,17414
2023-02-18 01:52:50,4336,77,0,3350,-173,-166,4100,73,-240,1400,55,17413
2023-02-18 01:57:50,4477,76,0,3279,-586,-367,4103,72,-214,1268,59,17413
2023-02-18 02:02:50,4645,75,0,3239,-467,-348,4086,71,-182,1248,63,17416
2023-02-18 02:07:50,4794,74,0,3239,-362,-268,4077,70,-154,1386,64,17421
2023-02-18 02:12:50,4945,73,0,3400,-355,-261,4069,69,-126,1316,59,17408
2023-02-18 02:17:50,5062,72,0,3339,-331,-324,4061,69,-104,1252,61,17414
2023-02-18 02:22:51,5192,71,0,3269,-241,-226,4050,68,-79,1216,65,17417
2023-02-18 02:27:51,5355,70,0,3300,-239,-215,4044,67,-49,1220,66,17420
2023-02-18 02:32:50,5482,69,0,3329,-499,-324,4027,66,-25,1167,68,17420
2023-02-18 02:37:50,5622,68,0,3189,-337,-731,4024,65,1,1079,76,17409
2023-02-18 02:47:50,5895,67,0,3169,-270,-402,3982,63,53,1050,82,17414
2023-02-18 02:52:50,6033,66,0,3169,-264,-252,3991,62,79,1059,84,17419
2023-02-18 02:57:51,6189,65,0,3309,-1186,-1784,3985,61,108,1176,83,17417
2023-02-18 03:02:50,6326,64,0,3209,-412,-403,3967,61,134,1063,87,17422
2023-02-18 03:07:50,6504,63,0,3219,-333,-644,3965,59,166,1049,90,17422
2023-02-18 03:12:50,6666,62,0,3309,-635,-406,3952,59,196,1160,91,17411
2023-02-18 03:17:50,6839,60,0,3400,-230,-220,3939,57,227,1249,88,17409
2023-02-18 03:22:50,7029,59,0,3450,-275,-245,3906,56,263,1294,81,17411
2023-02-18 03:27:50,7201,58,0,3469,-265,-315,3897,55,296,1151,70,17414
2023-02-18 03:32:50,7354,57,0,3319,-325,-239,3909,54,326,1088,67,17418
2023-02-18 03:37:50,7510,56,0,3169,-337,-212,3900,53,356,1079,67,17420
2023-02-18 03:42:51,7696,55,0,3139,-48,-39,3885,52,392,1182,66,17409
2023-02-18 03:48:18,7735,54,0,3109,-81,-59,3896,52,402,965,67,17410
2023-02-18 03:57:50,7933,53,0,3100,-181,-172,3879,51,436,925,69,17411
2023-02-18 04:02:50,8081,52,0,3200,-49,-27,3843,50,465,1008,66,17413
2023-02-18 04:07:50,8211,51,0,3150,-253,-240,3832,49,491,936,71,17419
2023-02-18 04:12:50,8400,50,0,3259,-272,-223,3857,48,523,1014,70,17420
2023-02-18 04:17:50,8557,49,0,3379,-266,-276,3847,47,558,1012,67,17409
2023-02-18 04:22:50,7594,53,1,4559,2927,2932,4151,53,372,1000,39,17414
2023-02-18 04:27:50,7378,55,1,4479,2927,2929,4108,54,331,1000,44,17414
2023-02-18 04:32:50,6988,57,0,3689,-266,-231,3953,57,258,187,74,17413
2023-02-18 04:47:50,7596,55,0,3589,-588,-571,3751,52,372,1169,53,17419
2023-02-18 04:52:50,7975,53,0,3729,-638,-608,3850,50,443,1299,50,17417
2023-02-18 04:57:50,8342,50,0,3919,-896,-626,3839,48,510,1231,50,17420
2023-02-18 05:02:50,8668,48,0,3889,-612,-608,3825,46,571,1099,55,17422
2023-02-18 05:07:51,8977,46,0,4009,-1244,-907,3776,44,630,1001,59,17411
2023-02-18 05:13:58,8978,45,0,3689,-70,-136,3844,44,669,956,63,17414
2023-02-18 05:17:50,8454,49,1,4600,2890,2925,4095,48,533,1000,44,17412
2023-02-18 05:22:51,7391,55,1,4419,2125,2126,4107,54,334,1000,41,17412
2023-02-18 05:27:50,7004,58,0,3979,-461,-454,3951,56,261,287,67,17412
2023-02-18 05:32:50,7364,57,0,3819,-816,-834,3879,54,329,962,54,17412
2023-02-18 05:37:50,7688,55,0,3589,-590,-555,3870,52,389,1164,53,17412
2023-02-18 05:42:50,8099,52,0,3669,-1095,-982,3817,49,467,1175,55,17417
2023-02-18 05:47:50,8461,49,0,3689,-642,-682,3828,47,534,1106,59,17422
2023-02-18 05:52:50,8746,48,0,3729,-680,-662,3820,45,588,1016,63,17411
2023-02-18 05:57:50,9045,46,0,3729,-640,-595,3810,43,646,988,67,17417
2023-02-18 06:10:09,9179,45,0,3700,-74,-75,3839,43,679,947,68,17416
2023-02-18 06:21:07,9294,44,0,3350,-41,-33,3838,42,689,690,81,17419
2023-02-18 08:48:14,9423,43,0,2459,-16,-1,3835,42,748,491,125,34825
2023-02-18 11:07:21,9561,42,0,2729,-42,-29,3838,41,780,551,112,17417
2023-02-18 12:29:10,9724,41,0,2439,-225,-249,3765,39,806,643,133,17416
2023-02-18 14:12:00,9894,40,0,1879,-75,-36,3831,39,831,500,179,52234
2023-02-18 15:02:50,10217,36,0,2489,-634,-620,3743,35,887,884,140,34825
2023-02-18 15:07:50,10515,35,0,2939,-1585,-2062,3651,34,943,915,115,34818
2023-02-18 15:12:50,10197,37,1,4100,2870,2832,4051,37,883,1000,80,34824
2023-02-18 15:17:50,8965,46,1,4339,2131,2130,4033,45,652,1000,53,34825
2023-02-18 15:22:50,7986,52,1,4469,2136,2136,4074,51,468,1000,36,34825
2023-02-18 15:32:50,8464,49,0,3950,-570,-620,3831,47,558,1247,53,34827
2023-02-18 15:37:50,8763,47,0,3769,-611,-627,3817,45,614,1041,63,34817
2023-02-18 15:42:50,8169,51,1,4329,2035,2062,4106,50,503,1000,41,34816
2023-02-18 15:47:50,7197,57,0,4039,-63,-204,3987,56,320,1000,51,34816
2023-02-18 15:52:50,6228,63,1,4469,2134,2134,4167,62,138,1000,51,34816
2023-02-18 15:57:50,5405,68,1,4409,1989,1990,4201,67,-16,1000,38,34816
2023-02-18 16:02:50,5329,69,0,3809,-731,-716,4028,67,-30,1100,50,34816
2023-02-18 16:12:50,5914,66,0,3839,-1315,-2429,3895,63,79,1248,60,34828
2023-02-18 16:17:50,6207,64,0,3809,-639,-612,3965,61,134,1114,65,34830
2023-02-18 16:22:51,6501,62,0,3800,-763,-739,3910,59,190,1011,71,34817
2023-02-18 16:27:50,6885,60,0,3779,-826,-900,3906,57,262,1160,77,34823
2023-02-18 16:32:50,7284,57,0,3769,-586,-594,3884,54,336,1415,57,34820
2023-02-18 16:37:50,7611,55,0,3819,-627,-568,3869,52,398,1594,47,34821
2023-02-18 16:42:50,7931,53,0,3750,-1043,-1110,3822,50,454,1450,49,34823
2023-02-18 16:47:51,8231,51,0,3750,-667,-656,3834,48,512,1309,55,34829
2023-02-18 16:52:50,8601,48,0,3729,-642,-670,3803,46,582,1214,63,34823
2023-02-18 17:02:51,9067,45,0,3739,-685,-681,3796,43,670,1092,69,34822
2023-02-18 17:07:51,9508,42,0,3809,-817,-785,3779,41,755,1095,71,34825
2023-02-18 17:12:50,9795,40,0,3609,-652,-645,3767,39,808,990,82,34831
2023-02-18 17:17:50,10047,39,0,3389,-665,-657,3759,37,855,938,93,34817
2023-02-18 17:22:50,10306,37,0,3239,-533,-535,3763,35,904,973,101,34825
2023-02-18 17:27:50,10639,35,0,3339,-589,-579,3737,33,966,975,101,34831
2023-02-18 17:32:50,10953,33,0,3079,-539,-526,3736,31,1025,1066,115,34819
2023-02-18 17:37:50,11257,31,0,3129,-652,-638,3711,29,1082,956,116,34819
2023-02-18 17:42:50,11574,29,0,3200,-870,-1127,3715,27,1142,1061,105,34820
2023-02-18 17:47:51,11882,26,0,3259,-24,-68,3750,26,1199,1118,93,34824
2023-02-18 17:57:50,12293,24,0,3250,-685,-632,3703,23,1277,1034,92,34827
2023-02-18 18:02:50,12617,22,0,3429,-667,-644,3690,21,1338,995,85,34819
2023-02-18 18:07:50,12951,19,0,3569,-636,-637,3688,19,1401,969,83,34826
2023-02-18 18:12:50,13269,17,0,3700,-701,-691,3682,17,1460,964,81,34816
2023-02-18 18:22:50,12260,25,1,4369,2120,2122,3939,24,1271,1000,61,34825
2023-02-18 18:27:50,11338,30,1,4369,1923,1920,3985,30,1098,1000,73,34825
2023-02-18 18:32:51,11034,32,0,3979,-954,-808,3742,31,1040,523,84,34827
2023-02-18 18:37:50,11427,30,0,3859,-809,-574,3755,28,1114,694,86,34824
2023-02-18 18:42:50,11836,27,0,3939,-728,-695,3695,26,1191,806,73,34830
2023-02-18 18:47:50,12215,24,0,3929,-831,-654,3720,24,1262,891,68,34818
2023-02-18 18:52:51,12590,22,0,3939,-610,-601,3694,21,1333,987,66,34818
2023-02-18 18:57:50,12937,20,0,3950,-921,-923,3683,19,1398,919,69,34816
2023-02-18 19:02:50,13382,17,0,3939,-676,-606,3682,16,1481,1031,69,34817
2023-02-18 19:07:50,13701,15,0,3800,-769,-751,3651,14,1543,954,74,34823
2023-02-18 19:12:50,13212,19,1,4409,3024,2978,3971,18,1449,1000,66,34825
2023-02-18 19:17:50,11916,26,1,4689,2968,2890,4019,26,1206,1000,59,34825
2023-02-18 19:22:50,10889,33,0,3969,-489,-471,3828,32,1013,1000,79,34826
2023-02-18 19:32:50,9725,40,1,4659,2602,2815,4083,40,795,1000,59,34826
2023-02-18 19:42:51,10249,38,0,3579,-625,-568,3769,36,893,730,88,34818
2023-02-18 19:47:50,10563,35,0,3600,-867,-673,3766,34,952,756,91,34822
2023-02-18 19:52:50,10877,33,0,3589,-706,-738,3757,32,1011,746,94,34825
2023-02-18 19:57:50,11184,31,0,3639,-640,-614,3745,30,1069,746,95,34819
2023-02-18 20:02:50,11500,29,0,3650,-687,-859,3735,28,1128,812,89,34825
2023-02-18 20:07:51,11839,27,0,3679,-643,-620,3729,26,1192,870,78,34819
2023-02-18 20:12:50,12143,25,0,3689,-660,-606,3719,24,1249,888,74,34825
2023-02-18 20:17:50,12466,23,0,3779,-1441,-1893,3710,22,1309,939,72,34816
2023-02-18 20:22:50,12761,21,0,3829,-717,-674,3706,20,1365,866,71,34821
2023-02-18 20:27:50,13070,19,0,3729,-988,-1019,3694,18,1423,935,75,34827
2023-02-18 20:32:51,13390,17,0,3779,-670,-613,3681,16,1483,973,74,34830
2023-02-18 20:37:50,13591,16,0,3619,-561,-569,3674,15,1521,870,78,34818
2023-02-18 20:42:50,13385,18,0,3979,-106,1,3759,17,1482,1000,63,34823
2023-02-18 20:47:50,12824,21,1,4679,3159,3165,3959,21,1377,1000,57,34823
2023-02-18 20:52:51,11986,27,1,4300,3157,3256,3905,26,1219,1000,61,34823
2023-02-18 20:57:51,11024,33,0,4019,-360,-344,3821,32,1039,1000,80,34820
2023-02-18 21:02:50,11321,30,0,3959,-1247,-2254,3754,29,1094,568,85,34822
2023-02-18 21:07:50,10806,34,1,4439,2133,2131,3972,33,998,1000,72,34822
2023-02-18 21:12:50,9932,39,1,4519,2135,2136,4000,39,834,1000,60,34822
2023-02-18 21:17:50,9576,42,0,3889,-556,-431,3819,40,767,335,68,34823
2023-02-18 21:22:51,9949,39,0,3779,-791,-808,3774,38,837,775,78,34820
2023-02-18 21:27:50,10297,37,0,3739,-785,-916,3772,36,902,767,83,34826
2023-02-18 21:32:50,10597,35,0,3709,-237,-310,3809,34,958,717,85,34831
2023-02-18 21:37:50,10712,34,0,3339,-903,-888,3758,33,980,692,103,34829
2023-02-18 21:42:50,11121,31,0,3679,-979,-968,3721,30,1057,778,95,34830
2023-02-18 21:47:50,11548,29,0,3869,-826,-1005,3737,28,1137,890,81,34817
2023-02-18 21:52:50,11901,27,0,3959,-636,-627,3728,26,1203,953,68,34818
2023-02-18 21:57:50,12070,26,0,3539,-87,-108,3770,25,1235,765,76,34821
2023-02-18 22:02:57,12144,25,0,3269,-12,-8,3766,25,1249,775,84,34823
2023-02-18 22:07:51,12305,24,0,3289,-637,-643,3711,23,1279,880,86,34820
2023-02-18 22:14:07,12473,23,0,3189,-40,-32,3759,23,1311,852,86,34820
2023-02-18 22:17:50,12708,21,0,3239,-27,-9,3735,21,1355,970,87,34821
2023-02-18 22:22:50,13008,19,0,3559,-565,-531,3699,19,1411,960,80,34826
2023-02-18 22:27:50,13274,18,0,3689,-563,-586,3693,17,1463,966,76,34826
2023-02-18 22:32:50,13468,16,0,3709,-16,-17,3675,17,1513,972,73,34831
2023-02-18 22:37:50,13862,14,1,3769,661,1750,3716,13,1573,1000,75,34817
2023-02-18 22:42:50,12649,22,1,4700,3209,3160,3931,22,1344,1000,56,34816
2023-02-18 22:47:50,11554,29,1,4519,2117,2120,3959,29,1138,1000,67,34816
2023-02-18 22:52:50,11463,30,0,3859,-588,-607,3767,28,1121,466,83,34818
2023-02-18 22:58:13,11636,28,0,3500,-27,-7,3776,28,1153,612,87,34816
2023-02-18 23:12:50,11824,27,0,3039,-551,-583,3731,26,1189,657,100,34818
2023-02-18 23:17:49,12058,25,0,2979,-66,-5,3773,25,1233,777,97,34820
2023-02-18 23:22:50,12195,24,0,2939,-644,-681,3729,24,1258,646,100,34821
2023-02-18 23:27:50,12521,22,0,3250,-754,-695,3699,22,1320,861,86,34827
2023-02-18 23:32:50,12767,21,0,3279,-13,-13,3744,21,1366,892,82,34827
2023-02-18 23:42:50,12914,20,0,2989,-77,-89,3733,20,1393,748,97,34824
2023-02-18 23:53:14,13003,19,0,3089,-13,-5,3697,19,1410,723,92,34824
2023-02-18 23:57:50,13200,18,0,3219,-659,-541,3693,17,1447,881,91,34825
2023-02-19 00:02:50,13497,16,0,3359,-551,-539,3588,16,1503,903,85,34828
2023-02-19 00:07:49,13792,14,0,3559,-1254,-1270,3668,13,1558,910,81,34822
2023-02-19 00:12:50,14014,13,0,3550,-597,-614,3658,12,1601,952,79,34824
2023-02-19 00:17:50,14276,11,0,3519,-606,-637,3681,11,1659,944,79,34831
2023-02-19 00:22:50,14518,10,0,3359,-746,-769,3613,9,1709,990,93,34816
2023-02-19 00:27:50,14837,8,0,3209,-567,-557,3624,7,1772,963,115,34827
2023-02-19 00:47:59,15017,7,0,2939,-30,-16,3681,7,1799,517,148,34827
2023-02-19 00:52:50,15185,5,0,3100,-596,-630,3611,5,1846,685,157,34824
2023-02-19 01:02:50,15158,6,0,3239,-560,-558,3652,6,1815,306,135,34826
2023-02-19 01:07:50,15325,5,0,3139,-15,-6,3669,5,1846,439,161,34827
2023-02-19 01:23:17,15414,4,0,3029,-33,-4,3670,5,1863,362,189,34825
2023-02-19 01:32:50,15493,3,0,2600,-60,-188,3682,4,1878,244,278,34825
2023-02-19 01:37:50,15627,2,0,2800,-613,-608,3602,2,1903,199,298,34827
2023-02-19 02:13:35,15722,1,0,2800,-37,-42,3502,2,1972,390,322,38923
2023-02-19 02:24:31,15737,2,1,2859,1976,1792,3757,2,1975,1000,332,38920
2023-02-19 02:30:15,13700,16,0,3119,-561,-617,3849,15,1592,1000,84,38920
2023-02-19 02:35:32,13715,15,0,2809,-12,-5,3772,15,1595,1000,105,38920
2023-02-19 02:42:50,13940,13,0,2769,-115,-91,3647,12,1637,771,116,38923
2023-02-19 02:47:50,14192,11,0,2919,-15,-4,3695,12,1685,905,104,38913
2023-02-19 03:02:50,14419,10,0,3029,-612,-609,3634,9,1727,892,108,38913
2023-02-19 03:07:50,14736,8,0,3229,-681,-668,3592,7,1787,836,110,38923
2023-02-19 03:17:50,14977,7,0,2819,-51,-98,3679,7,1832,630,153,38921
2023-02-19 03:22:50,15144,5,0,2739,-831,-1153,3620,5,1863,550,191,38920
2023-02-19 03:27:50,15383,4,0,2479,-68,-69,3650,4,1908,463,269,38923
2023-02-19 03:32:49,15615,2,0,2400,-62,-64,3620,3,1952,468,370,38927
2023-02-19 03:42:50,15879,1,0,3069,-839,-682,3416,1,2001,336,376,38912
